x_loc,y_loc,radius,mass,x_vel,y_vel
454,461,6,1.2,1.419072,-0.155709
178,351,7,1.4,-0.024474,-1.658639
100,429,9,1.8,0.951698,-0.022064
48,246,3,5e-05,1.267827,-1.872275
228,321,2,3.3e-05,0.340746,0.835237
364,82,9,1.8,1.368471,-0.001613
230,217,2,3.3e-05,0.699947,1.194332
86,58,5,1.0,-1.366798,-0.835468
131,367,3,5e-05,0.31993,1.830369
501,349,3,5e-05,-0.045635,1.033145
491,288,5,1.0,0.23648,0.921539
455,165,8,1.6,-1.287346,-0.217639
134,465,6,1.2,-0.223904,-1.744237
341,11,7,1.4,-1.87671,-1.666423
441,260,8,1.6,0.057402,-0.046138
72,237,6,1.2,1.611585,-1.429968
84,344,6,1.2,0.394647,-0.779458
355,30,1,1.7e-05,-1.317913,-1.176453
62,134,2,3.3e-05,-0.603865,1.076259
460,279,5,1.0,0.891106,-1.157329
557,472,5,1.0,-1.793081,-0.518344
303,174,6,1.2,1.381602,0.919396
69,226,7,1.4,-0.778685,-0.765252
336,152,6,1.2,-1.292259,-0.246299
73,228,4,6.7e-05,-0.797974,0.958888
236,377,2,3.3e-05,-1.480591,-1.383169
435,60,4,6.7e-05,0.883044,-1.907808
560,409,8,1.6,1.285526,1.467993
434,435,9,1.8,1.27862,-0.073878
73,175,7,1.4,-1.842694,-1.036148
635,405,7,1.4,1.766901,1.390043
346,301,5,1.0,-1.461664,-1.052131
476,384,2,3.3e-05,-0.454645,1.316696
326,203,10,1.674481,-1.584586,-1.140752
104,316,5,1.0,-1.671665,1.474626
596,105,7,1.4,-0.938924,0.829741
149,260,7,1.4,-1.72964,0.36556
533,407,3,5e-05,0.622487,1.766286
416,146,8,1.6,0.95544,0.037939
175,300,6,1.2,-1.056358,-0.474131
351,262,9,1.8,-1.722167,-1.33505
253,442,3,5e-05,-1.16855,1.887303
223,382,7,1.4,-0.781093,-0.066607
111,162,6,1.2,1.418954,-0.7713
602,87,7,1.4,0.137254,1.853815
369,393,4,6.7e-05,-0.377851,0.527727
123,251,9,1.8,-1.123776,-1.663288
15,241,6,1.2,-1.385449,1.116999
417,12,7,1.4,-0.4696,0.704035
21,136,8,1.6,-1.493484,-1.705586
314,267,7,1.4,0.733941,0.522948
534,309,7,1.4,-1.337309,0.967104
208,450,8,1.6,-0.191032,0.036533
554,47,5,1.0,0.235194,-0.06779
188,102,9,1.8,1.110791,1.938065
574,152,2,3.3e-05,-0.563966,1.404965
600,476,5,1.0,-0.385159,1.861628
298,245,4,6.7e-05,1.666886,-0.620733
315,263,2,3.3e-05,1.2151,0.046481
470,81,3,5e-05,-1.463995,0.471673
416,182,5,1.0,0.533056,-0.644402
636,201,9,1.8,-0.78872,1.390458
380,366,9,1.8,-1.690812,0.834118
475,361,8,1.6,-0.149066,-0.466615
331,133,10,1.674481,-1.731973,1.23636
493,195,5,1.0,0.626549,1.22506
526,382,5,1.0,0.247621,1.265327
416,120,6,1.2,-0.981149,-1.393435
564,156,2,3.3e-05,-0.603025,0.795243
105,45,10,1.674481,0.838468,-0.177768
275,443,9,1.8,-1.468939,1.370665
438,355,8,1.6,0.625848,-0.965483
250,393,6,1.2,1.555803,1.578956
419,232,9,1.8,0.099766,1.439774
33,365,5,1.0,-0.496073,-1.188879
193,182,1,1.7e-05,1.543869,1.785144
559,448,9,1.8,-1.845644,-1.238904
100,435,10,1.674481,1.456298,0.62342
11,316,5,1.0,1.62055,-0.528757
602,361,7,1.4,0.752001,0.401034
550,417,3,5e-05,-1.890631,-1.235388
378,216,7,1.4,-1.050499,1.858299
527,349,8,1.6,1.955235,-1.393626
41,204,6,1.2,1.239696,-1.32671
621,185,3,5e-05,0.03067,1.101405
547,292,9,1.8,-1.951286,-0.577319
41,73,7,1.4,1.377857,-1.477331
356,125,4,6.7e-05,-0.742841,1.150205
235,213,5,1.0,1.880437,-1.279423
621,419,7,1.4,-0.016772,0.503244
357,340,6,1.2,1.746085,0.211876
527,4,2,3.3e-05,0.358753,1.029
475,477,6,1.2,-0.784624,-0.729697
105,73,1,1.7e-05,1.415817,-0.045918
236,280,4,6.7e-05,-1.4048,-1.917153
445,230,8,1.6,-1.905309,1.501358
389,422,1,1.7e-05,1.450124,-1.028312
567,352,5,1.0,-0.272011,-0.808566
622,113,10,1.674481,1.514844,0.740841
271,18,9,1.8,1.411169,0.617481
178,224,8,1.6,1.427167,-1.422736
430,98,10,1.674481,-0.326979,0.699446
37,173,2,3.3e-05,0.752208,0.349539
48,422,1,1.7e-05,0.911082,-0.933804
489,405,7,1.4,-1.423515,-0.504533
289,69,6,1.2,0.627178,-1.863441
89,177,2,3.3e-05,0.617674,1.820096
50,406,5,1.0,0.633157,-0.498492
289,342,5,1.0,0.681082,-0.849301
221,454,9,1.8,0.467424,-1.966413
173,94,3,5e-05,-1.642361,1.904338
77,122,4,6.7e-05,1.127634,0.304178
549,189,7,1.4,-0.372674,-0.07125
334,264,7,1.4,-1.280361,-1.992066
243,10,7,1.4,-1.60432,0.966785
372,454,8,1.6,-0.842361,-0.44666
149,314,6,1.2,-1.03106,-1.35102
35,360,3,5e-05,-0.595546,1.891672
378,335,10,1.674481,-1.022705,-0.875427
117,132,2,3.3e-05,-1.464965,-0.820885
349,371,8,1.6,1.437422,-1.4605
184,74,5,1.0,-1.088768,1.435768
37,448,9,1.8,0.590653,1.946449
456,56,6,1.2,0.419847,1.756465
496,394,6,1.2,-0.327877,1.292534
513,71,7,1.4,1.172677,-1.827837
216,398,5,1.0,-1.788946,0.664965
117,399,7,1.4,-1.886841,1.372974
255,128,7,1.4,-1.221996,1.110441
110,0,4,6.7e-05,0.556341,0.916666
584,129,2,3.3e-05,1.690912,-1.011209
182,299,10,1.674481,0.24811,0.473509
397,360,1,1.7e-05,1.487479,-1.047891
571,180,5,1.0,-1.159283,-1.042293
251,473,4,6.7e-05,-1.596664,1.077641
79,18,9,1.8,0.718142,-1.7996
52,338,4,6.7e-05,1.240963,-0.804861
347,269,8,1.6,-0.813702,0.458622
342,284,7,1.4,0.632956,0.39975
388,377,9,1.8,-0.351014,-1.829162
520,352,5,1.0,1.240433,0.626394
327,154,8,1.6,0.333803,-0.123535
289,19,10,1.674481,-1.846077,1.926836
196,243,1,1.7e-05,-1.628482,-0.23214
111,182,10,1.674481,-1.896634,-1.677749
450,453,5,1.0,1.205646,1.144855
437,349,5,1.0,1.307775,1.807597
286,278,6,1.2,1.385286,-1.816792
258,65,1,1.7e-05,0.967544,-1.12951
9,395,6,1.2,1.428143,1.190079
596,291,9,1.8,-1.838059,-0.422954
442,25,7,1.4,-1.410294,-1.109939
42,87,3,5e-05,-0.92186,-1.502667
483,154,2,3.3e-05,0.147648,1.496046
129,143,9,1.8,-1.795943,1.679291
446,66,9,1.8,-1.060182,0.197038
551,108,7,1.4,-1.044805,-1.124768
276,291,4,6.7e-05,-0.612127,1.038105
172,141,5,1.0,1.075475,-0.352545
101,445,4,6.7e-05,0.336418,0.535789
472,346,6,1.2,-1.747476,0.674832
280,31,5,1.0,-0.27153,-1.220154
31,282,6,1.2,-1.030697,-1.11623
245,306,7,1.4,1.754426,-0.77235
178,287,10,1.674481,-0.748999,-0.774538
278,346,5,1.0,0.940473,0.828285
528,269,8,1.6,-1.250198,1.040305
550,385,4,6.7e-05,-1.136509,-1.983625
518,229,3,5e-05,1.297158,-0.038028
295,277,10,1.674481,-1.492335,-1.179531
20,96,3,5e-05,-1.407531,-1.973252
117,134,8,1.6,-0.014671,0.442943
90,372,8,1.6,1.098199,-0.916405
368,55,7,1.4,1.152053,0.704031
320,477,1,1.7e-05,1.353325,1.61738
143,203,9,1.8,1.614948,-1.604492
516,232,6,1.2,0.353634,0.375088
234,236,2,3.3e-05,0.722553,1.312384
19,370,7,1.4,-0.378113,-0.065544
136,453,8,1.6,-0.880432,1.6154
103,405,9,1.8,1.409362,-0.59701
121,405,9,1.8,1.076172,-0.324953
547,127,10,1.674481,0.129158,0.573594
78,175,8,1.6,1.579862,0.543759
456,205,2,3.3e-05,-1.747589,1.515038
52,286,5,1.0,1.086313,1.794436
282,401,1,1.7e-05,1.271038,0.233352
215,63,3,5e-05,1.314948,-1.650794
295,74,7,1.4,-0.282508,-0.892825
179,175,5,1.0,0.080618,1.493785
185,232,1,1.7e-05,1.149502,-0.55897
290,364,6,1.2,-1.134619,0.138236
173,19,5,1.0,-0.485821,0.60932
23,347,5,1.0,0.490823,0.771577
463,112,2,3.3e-05,1.85822,1.008057
295,84,2,3.3e-05,-1.842374,0.750496
104,210,6,1.2,1.084431,1.971956
330,348,2,3.3e-05,-0.282091,1.028301
611,431,6,1.2,-1.93601,-1.968521
34,271,9,1.8,0.054293,-0.292049
356,394,10,1.674481,-0.125531,1.445616
413,171,6,1.2,-1.439933,-1.581773
476,241,7,1.4,1.712158,-1.504966
620,121,1,1.7e-05,1.224782,1.508035
298,324,8,1.6,-1.243606,-1.654577
630,321,1,1.7e-05,1.493504,-1.703639
638,169,1,1.7e-05,1.302991,-1.552956
45,92,2,3.3e-05,0.7417,-1.445501
609,27,9,1.8,0.890583,0.260167
452,118,10,1.674481,-0.618031,0.873791
552,131,1,1.7e-05,-1.768289,1.460511
96,7,8,1.6,0.077571,-1.413
400,177,5,1.0,-0.455759,1.441786
428,433,1,1.7e-05,-0.308508,1.517576
64,151,10,1.674481,-1.762104,1.791985
271,421,2,3.3e-05,-0.867444,-1.653092
60,404,3,5e-05,-1.943763,1.703539
72,325,10,1.674481,0.467355,-1.78552
190,31,3,5e-05,1.237708,1.863903
144,368,9,1.8,1.864447,-0.435085
12,23,4,6.7e-05,0.247258,-0.753634
387,97,2,3.3e-05,-0.292801,0.749919
221,274,7,1.4,0.079945,-0.032851
249,237,3,5e-05,-1.730455,-0.712505
275,142,7,1.4,1.606833,1.207033
100,345,3,5e-05,-0.8037,-1.650995
239,169,1,1.7e-05,1.974618,1.167856
235,106,8,1.6,0.655014,1.477706
270,239,3,5e-05,1.307349,1.509754
95,58,2,3.3e-05,1.645747,1.375433
536,456,9,1.8,-1.757452,0.20528
76,198,6,1.2,-1.605887,-1.079027
133,180,1,1.7e-05,-0.401081,0.794697
586,347,10,1.674481,-0.742212,-0.385579
371,166,6,1.2,0.493603,0.244417
66,179,8,1.6,0.588539,0.178609
322,300,9,1.8,1.680074,1.610817
357,322,9,1.8,-1.483702,0.09647
308,382,7,1.4,0.676028,1.88304
274,175,1,1.7e-05,-0.134394,0.39853
520,40,3,5e-05,-0.22116,-1.333986
555,248,8,1.6,-1.379622,0.249008
277,423,6,1.2,-1.43627,0.602772
215,271,5,1.0,1.073298,1.929967
42,318,10,1.674481,-0.854557,0.412303
363,206,2,3.3e-05,1.035068,0.047973
395,145,2,3.3e-05,-0.739397,-1.449937
523,79,2,3.3e-05,-1.688845,0.163229
49,420,6,1.2,-0.068549,-1.508324
35,186,6,1.2,0.138384,-0.099537
379,399,7,1.4,1.121823,1.820847
391,390,3,5e-05,1.015928,0.791108
396,224,4,6.7e-05,0.126881,-0.300417
190,226,1,1.7e-05,1.411714,-1.060978
218,348,2,3.3e-05,-1.916398,-0.666632
229,430,8,1.6,0.583568,1.302054
450,422,2,3.3e-05,-0.946389,-0.459472
31,161,8,1.6,-1.495277,0.802825
425,317,5,1.0,-0.318882,1.980025
154,359,7,1.4,-1.576029,-0.039621
60,352,3,5e-05,1.02862,1.061321
403,345,6,1.2,0.350889,0.534586
23,314,6,1.2,-1.031416,0.312455
77,456,5,1.0,-0.703326,-0.44793
367,43,5,1.0,-0.204601,-1.864871
486,354,4,6.7e-05,-0.636718,0.730926
488,248,7,1.4,-0.209911,-0.931541
560,372,10,1.674481,-1.44304,1.914947
105,266,7,1.4,-0.201594,0.519299
595,259,2,3.3e-05,-1.125985,0.828572
315,262,8,1.6,0.089521,-1.609205
28,103,3,5e-05,0.515486,-0.365804
32,60,9,1.8,0.737496,0.994149
382,94,10,1.674481,1.787437,-0.893394
203,165,1,1.7e-05,-1.295814,0.038615
24,208,7,1.4,1.238974,-0.151646
90,54,9,1.8,1.889711,0.786328
473,24,5,1.0,1.025695,-0.688127
638,330,1,1.7e-05,1.88731,0.441284
403,209,3,5e-05,1.188799,0.028156
438,171,3,5e-05,-1.970106,1.9171
566,315,6,1.2,1.983151,-0.513751
7,400,9,1.8,-1.953679,-0.102213
254,235,8,1.6,0.79847,0.791536
375,46,6,1.2,-1.701191,1.571013
597,41,9,1.8,-1.038652,1.206213
105,27,1,1.7e-05,0.282482,1.691043
479,179,5,1.0,-0.197695,1.643367
26,277,10,1.674481,-1.798007,1.456464
454,109,9,1.8,1.031517,0.208691
559,382,8,1.6,0.817775,0.034152
556,400,8,1.6,-0.247895,-0.627343
95,423,1,1.7e-05,1.055035,1.785542
493,329,8,1.6,1.108394,-0.179325
90,134,6,1.2,1.635316,-1.93174
341,387,2,3.3e-05,0.344545,-1.665224
14,336,8,1.6,-0.595711,0.106714
154,233,7,1.4,1.069116,-1.991749
380,390,5,1.0,0.304781,0.617234
171,286,2,3.3e-05,1.672965,-0.581643
439,443,6,1.2,1.467226,-1.447324
290,444,4,6.7e-05,0.142183,1.827062
209,257,5,1.0,0.761333,1.70497
128,305,7,1.4,1.794092,1.763157
304,97,5,1.0,1.043179,1.768047
99,119,5,1.0,-1.250911,0.846828
